No potential smells or problems found.,0
"Screenshot explains the functionality of project very well.It is really easier to understand how the end product will look like.

Suggestion:  the team  should include a flowchart depicting the flow of the functionality. ",0
They have added a screenshot for each of the problem they plan to tackle.,0
"They show their design page as their visual aids, and their are helpful for readers to understand what their designs look like.",0
"UML diagrams are not mentioned but since these are UI changes, the changes are sufficiently explained with the help of representation of UI in terms of images.",0
"The whole document is easy to understand and well-written.

Suggestion: It would be better to include what tools and technologies would be used in the project.",0
There were ample of visual aids to explain and walk through the proposed solution. I liked it.,0
"Good that you have used screenshots to explain the approach.

Include Use case and activity/flow diagrams also.",0
UI enhancements are provided here.,0
"They authors have used visual aids to their benefit. Even though they could have added a flow diagram, the wire frames and other screenshots they have used serve the purpose and add to the clarity of the explanation.",0
  This was excellently specific and succinct. Very nice work,0
"  Its fine. I have the gist of it, but most of the text in the document is cut and pasted from the Project Description.

The uml is a nice touch, albeit super bare.",0
Well structured i think everything is covered,0
The document explains well how the team is planning to approach the refactoring.,0
The team has incorporated all of the functionality required for segregation including the exact reports and functions to be removed out of  review_mapping_controller.rb  along with the design pattern to be followed(strategy in this case).,0
"  In a way, yes, because it copied the project description, and illuminated which models they wanted to create in the refactor.",0
  The design document includes all the functionality the team is hoping to achieve. they have explained clearly what they plan to work and modify.,0
It has most of the functional features available.,0
"Yes, the design incorporates all of the functionality required.",0
All the functionality is given for review_mapping_controller.rb  along with the design pattern. ,0
The explanation is easy to follow. I am able to get a complete idea of what changes the team intend to make.,0
Expectations look attainable. The changes proposed are concise and crisp. Team should be able to do a good job with this implementation.,0
"  Again, its fine. I don't understand the changes too well, but I also don't understand MVC and Expertiza very well either, but maybe they could have tried harder. I do feel there is a strong need to refactor and improve the code quality of Expertiza.",0
The explanation is decent and comprehensible ,0
I don't see any of the above mentioned problems happening since the design matches perfectly with the objective. The topic itself is to move unnecessary  code out of review_mapping_controller and hence according to the design the code will actually become cleaner  and better.,0
"The proposed design seems reasonable. Before proceeding with the project, team should also look at other references to those functions and do it accordingly.",0
The implementation planned by the team seems to follow all ruby on rails guidelines and does seem to follow the DRY principle.   ,0
No problem  I could observe ,0
"The UML class diagram helps to understand the reports involved, their attributes and functionalities. It provides a general overview about the interrelation of the seven different reports.",0
"The authors provide a UML diagram to explain the relationship between the classes and a screenshot to show where they are going to add a button, which are really helpful.",0
  This was excellently specific and succinct. Very nice work,0
Well structured i think everything is covered,0
The team has incorporated all of the functionality required for segregation including the exact reports and functions to be removed out of  review_mapping_controller.rb  along with the design pattern to be followed(strategy in this case).,0
The document explains well how the team is planning to approach the refactoring.,0
"  In a way, yes, because it copied the project description, and illuminated which models they wanted to create in the refactor.",0
  The design document includes all the functionality the team is hoping to achieve. they have explained clearly what they plan to work and modify.,0
It has most of the functional features available.,0
"Yes, the design incorporates all of the functionality required.",0
All the functionality is given for review_mapping_controller.rb  along with the design pattern. ,0
The explanation is easy to follow. I am able to get a complete idea of what changes the team intend to make.,0
Expectations look attainable. The changes proposed are concise and crisp. Team should be able to do a good job with this implementation.,0
The explanation is decent and comprehensible ,0
I don't see any of the above mentioned problems happening since the design matches perfectly with the objective. The topic itself is to move unnecessary  code out of review_mapping_controller and hence according to the design the code will actually become cleaner  and better.,0
  Not enough implementation description to provide adequate feedback on this question.,0
The implementation planned by the team seems to follow all ruby on rails guidelines and does seem to follow the DRY principle.   ,0
The design proposed by the team specifies an addition of a new button to the buttons tray from the existing UI. The button when clicked must bring a menu of additional reports. This functionality should consider the mapping to the review_mapping controller file that will implement the given features.,0
No problem  I could observe ,0
"The team has done a good job with the UML diagram. However, in my opinion, it would be better if they can add details for all the classes in the diagram.",0
The UML diagram shows the various subclasses clearly. It would have been better if it had also explained a few attributes/ methods.,0
The UML diagram is having the correct contents but needs the rough names of class methods,0
"The UML class diagram helps to understand the reports involved, their attributes and functionalities. It provides a general overview about the interrelation of the seven different reports.",0
"The authors provide a UML diagram to explain the relationship between the classes and a screenshot to show where they are going to add a button, which are really helpful.",0
A brief  description for the class level implementation would be better.,0
"Wrtie up clearly explains the project purpose, what changes needs to be made, however including a mock test plan would have been better.",0
"Most of parts are included, but they should include more details in their doc.",0
"Design document has all the necessary information like project design, test plan. The team has gone through their topic deeply and can be seen by their illustration of their implementation. Also, they have included code snippets which  show thoroughness of their approach ",0
"The design doc contains project purpose, project design and testing plan in the wiki.

The wiki contains mock visualizations which make it easy to understand the project proposal and how are they planning to do.

The design flow as a flow chart adds to the ease of understanding.

The test plan explains about the technologies that they are planning to use for testing.

Suggestion:  

The test plan could say what should be done in testing than just the technologies to be used for a particular part of code. For ed, we plan to have a dummy small data and see if the graphs output the visualizations correctly, if the sum id being counted to 100% of the class participation etc...

the stacked version could also have been represented for better understanding.",0
"The document shows the flow of work really well.However, I would like to suggest to put more of test planning and the tools and technologies that will be used. This will enhance the quality of the document to a great extent.",0
"The design doc is good and provides a clear picture about the objective of the project. However,It would also be nice to know what features would be tested in the test plan.",0
All necessary sections are present.,0
Yes the design incorporates all of the functionalities,0
Incorporates intended functionality.,0
"Yes, their design has all of the functionality that are required.",0
The design document has included all the functionality that is required by the project description.,0
Yes,0
"The design incorporates and clearly explains flow of diagram for class performance, but not much is included for Integration of review performance.

suggestion : The topic of Integration of review performance can be talked about in brief .",0
The design has a good design flow diagram which is clear and concise.,0
The design follows the basic functionality expected by proposing a bar graph solution for the select criteria. It could incorporate the rubrics that the team are planning to target. The flow in general does help to understand the project.,0
"The design document incorporated all the functionalities that the project is supposed to be implementing.  

No suggestions. ",0
Yes,0
"The explanation is quite well documented such as including the flow chart , kind of bar graphs they would prefer and the files that they will update. Adding of screenshots of the flow of the website would make it more easy to understand for a leyman.",0
Changes suggested look good.,0
"The overall quality of the explanations are good, but they should include more details about their design, which may not be easy to understand.",0
the team has mentioned all the files that will be changed and have also written a paragraph stating what are the proposed changes. The team could also document the changes that are being made to individual code files stating the changes done using code snippets and the reason why the changes are being made. Also they can talk about what design patterns principle are being used to incorporate the functionality that is being proposed. The team could also use CRC cards to depict the proposed code changes. This will not only help readers understand the report better but also help the team in dividing work between the team members and fast tracking the completion of project.,0
"The changes proposed for the Class performance is adequate and explains the files to be changed, what changes from the controller perspective and views perspective.

no particular suggestions proposed",0
The team proposed to add a bar graph to give a pictorial view of the scores and indicate the performance of students.,0
"The changes proposed by the team include implementing a bar chart, stacked or single. Based upon the project description, it is advised that the team look for other alternatives like pie chart that would help to span the  results  with a minimal look.   

  

 ",0
"A simple enough explanation has been provided for the functionality.  

No suggestions.",0
For Now the design proposed looks perfect.,0
Design flow looks good.,0
The authors seem to have studied the code well and have thought of a good plan to implement the project. They also seem to follow DRY principles while adding and changing code. Also the new design flow is quite simple and easy to understand which can be implemented without any high degree of convoluted code.,0
"The design changes as described are sound, they are mostly on Javascript for the visualization and dont potentially make the code ""smelly""",0
The team has given a design flow that underlines the basic way in which they are planning to target the issue at hand. It can make use by giving an example as to how the output might look and the document must also describe the tools that would be used for achieving the task.,0
"The design looks good enough. It mostly deals with html.erb files to accommodate the graph and some database filtering in the controllers.I do not think that the design will increase the responses time of the system.

Suggestion: If the details regarding how the graph will be implemented or any gem will be used should have been given. I did not find any details regarding about any methods that will be used to implement the functionality. That too would have been useful. ",0
"The UML diagram included here is a flow chart diagram , which explains the process of how the instructor will be able to see the visualization and is easy to understand the flow",0
Design flow diagram is included indicating the flow which is good.,0
"The UML diagrams is great, which is clear and easy to understand.",0
The have included a detailed design flow representation and have also included the visualizations. The could have added Lo-Fi UI cards to depict changes to views which will help them visualize the changes and also help instructors in suggesting improvements at an early stage which will help reduce unnecessary code changes in latter stages of the project.,0
"The team has attached a bar chart for visualization which helps in understanding their purpose.

Suggestion : More visual aids could have been added. The stacked bar chart as mentioned earlier . More mockups could have been added.",0
The design diagram is good and it would also be helpful to have a few screenshots of the current expertiza  view.,0
The team has provided a flow diagram that helps to infer the structural outline of the project. The scope of the project can be perceived from the diagram.,0
"A flowchart and graph has been shown in the documentation.  

Suggestions: I feel that there should have been mockups of the screens where the functionality will actually appear. Team should have shown how the solution would look like on the expertiza page. There could have been use case diagrams too. ",0
Two graphs provided provide a good understanding of the  process and what expected visualization should be. More diagrams would have been helpful.,0
The design doc is well designed and complete.,0
They give the graph of the UI design which is good and explicit.,0
Clear understanding  of what needs to be done,0
changes along with the screen mockup are provided   ,0
They are trying to leverage the existing screen and adding additonal  fucntionality- thus it wouldn't impact the existing code,0
Explained the objectives very well. Also the criteria for completion are also explained.,0
yes it does,0
"for now explainations  are in preliminary state , I'm hoping that team will fillout  this as they progress in project",0
new design approach is pretty straight  forward. ,0
they have added notes explaining  the mockup  diagrams ,0
"Design document looks complete with problem statement, files that needs to be modified, a Lo-Fi diagram to indicate the flow.",0
It incorporates most of the functionality.,0
Changes suggested look good.,0
The document addresses everything mentioned in the problem statement.,0
Explanations are easy to follow.,0
"Based on the mockups, it seems like the designs will fit in well with th expertiza system. I'd like to see more professional mockups or descriptions of the new UIs, but I understand that might not be feasible yet.",0
Completed both the project purpose and design.,0
Really like the graph you guys drawing.,0
Yes all the requirements are stated and  an implementation plan is given. ,0
It explains in an overall sense what the issue is and how its going to be solved. ,0
"Yes, I think the design included all functionality.",0
"Well, the proposed solution looks satisfactory.",0
"According to the solution suggested, team should be able to implement it.",0
Good UI mockups. ,0
Yes. They have included everything mentioned to implement,0
They seem to have a clear idea of what they are going to do,0
The design docs looks complete with all of the details being covered.,0
Yes design doc cover all of the functionaliites.,0
I liked the overall quality of the expalnation.,0
All the proposed changes look like exactly what needs to be implemented in this project.,0
Please add more details about the solution.,0
It includes all the sections,0
I don't think they need any visual aids.,0
Nothing specified.,0
The entire project flow is well documented along with the basic structural requirements. The document aligns with the plan of action and showcases the exact purpose of the project.,0
The project design doc is complete and specifies both issues and prospective solutions.,0
The doc mentions the changes to be made in a detailed way along with a proper stepwise explanation of the solution or the approach to be taken plus the screenshots which help in better understanding.,0
Good work. Good documentation,0
"The document clearly specifies the problem statement. It seems good enough. They have mentioned the API they are planning to use as well as the files to be modified. However, I would like more details on this API and how they plan to integrate it into their project.",0
The document is almost complete. Includes proper planning and demonstration. Only suggestion would be to include more about how the implementation would be done. ,0
"The Design document states all the required things right from project design to test plan. The doc also specifies what all files will be changes along with how the functionality will look like once the project is deployed.  

Suggestion: I feel like the test plan should have been a bit more elaborate. The team did mention one scenario. I feel like there could have been many more. But, as all the required things are present, I am giving this post full stars. ",0
"Yes, I believe they have included all of the required functionality. ",0
"The design  encompasses all the features in the specification. It only indicates supporting one more language, though, whereas the design document specifies any language. It seems out of the scope of the project, but what if you used the  Google's Cloud Translation API to translate the static strings  at run time? Then you could support almost any language. There might be licensing issues though.",0
"Yes, The design document contains all parts of the functionality, ensuring that nothing is missed out.",0
"Yes, it covers all the functionalities.",0
"implementation looks just like what the requirement asked for, no  removing of English code.",0
Implemented major of them,0
The design does incorporate all of the necessary functionality.,0
yes the required functionality is adequately explained. Good work in that ,0
"The design incorporates everything that the project document has specified about the project.  

No suggestions.",0
The explanation provided is on point to the requirement of the project. All the steps piece up the project completely.,0
The changes are apt and easy to follow. It makes sense.,0
Good explanations for all solutions,0
"The wireframes themselves make the project self-explanatory. That being said, enough explanation about how the team will tackle the problem statement has been given. Things like what API will be used to achieve the objective has been mentioned.

No suggestions.",0
The design seemed good.,0
"The design looks solid, but it's hard to tell without sufficient detail. If anything, causing every static string reference to be encapsulated into an object that uses the current language to return the correct string is more DRY and maintainable than what we have now. I wonder if dynamic translation gems are out there or would work. The claim that dynamic translation should not be done in this project should be defended, e.g. it would take too much time.",0
"Looking at the doc, it seems like the design is precise. The description of the changes are provided in details ensuring the satisfaction of the reader.",0
"The design proposed is the natural way anyone would go around solving those issues, for example creating separate yaml files for different languages and then picking up the strings from there. ",0
"Looks good, only view files are involving the changes.",0
well designed,0
The design seems sound. The team plans to add all translations of the static variables in a separate folder. I think that this could potentially increase the response time of the system. I would like to see this design in action before making a judgement.,0
"The document does not go much into the technical details. The limited details provided sounds right. However, more research will generate better understanding.",0
The team have showed what they plan to do in the diagrams.,0
The diagrams describe the functioning of the project exceptionally.,0
Screenshots are helpful to understand the flow and their work,0
Screen mock up's are good. ,0
Everything has been described well and in details.,0
"at current state, the design doc has project problem, project solution, and design diagram, and each section has detailed description of the project.",0
The document is well structured and provides all required information. ,0
The document explains what was asked for,0
Yes everything is incorporated.,0
"All functions required are stated in the design document, which include search for user, assignment, questionnaire, and reviews.",0
Yes.,0
"Yes, they've included all functionalities.",0
The design document covers all the possible cases and should be fine.,0
Yes it does. They have explained the propose solution as well for each issue.,0
"Yes, almost everything seems perfect, only a little more explaination is required",0
The design incorporates all the basic functionality.,0
"Yes, almost all types of search functionalities are covered.",0
The design implements all the defined functionality elaborately.,0
"Yes, the design incorporates all of the functionality required and also gives the possible solutions.",0
The quality of explanation is good and adequate.,0
The changes proposed are good and clearly meet the objectives of the project.,0
Good explanations. Easy to follow.,0
"Overall,  the design  proposed seems good.",0
"Yes, the changes are completely feasible",0
"Did not see much info on the files or classes the changes proposed, so its hard to comment here",0
"Code level details are not covered in this doc.

But the high-level approach looks fine to me.",0
Yes they have provided an UML diagram which follows convention and explains their approach,0
The team has added sufficient diagrams for the reader,0
The diagrams are succinct and well-understood.,0
"The ER Diagram is very well done. It encompasses all the classes and their attributes.

Also the use of different shapes like diamond, square etc is great. ",0
uml is missing but er diagram is given. you can add a uml diagram it explains things better. ,0
The E-R diagram seems to deliver the task,0
Not required for this project,0
"They have depicted their working strategy through an ER diagram. However, I would suggest them to include more UML diagrams to enhance understandability. Also, the ER diagram is somewhat incomplete.",0
There is an ER diagram which defines the relationships in the system.,0
"Document is very well written and contains all the details like problem statement, solution, files to be modified, testing plan.",0
The doc seems complete. All aspects of the  problem statement are covered and test plan is also included. A use-case diagram will be useful to add.,0
Design doc contains everything in clear explanation,0
It incorporates all the functionalites.,0
The wiki is detailed enough that it mentions all the functinoalities required in the project. The team has made sure to not miss out on any functionality and they even took out time to list the column names in each report they would add the sort feature to. Good work guys.,0
I think the authors have incorporated most of the functionality in the design document.,0
Design document contains all the functionality required.,0
"The design document  lists every issue that is being addressed in the project, providing comprehensive details on the functionality that is required for each one.",0
Changes look good.,0
It is easy to follow the changes that the authors have proposed.,0
Adequate explanation was given,0
The explanations can be more detailed. Overall understandable.,0
Team have shared the link for the TableSorter which explains the functionality,0
need some diagram or prototype. ,0
Mainly needs html files to be changed and they have mentioned them which looks good ,0
"The design proposed by the authors appears to be sound. Since this project is only to sort the views, there will be no code added to either the models or controllers. I hope the team only adds one sorting function per view and allows that one function to handle sorting for different columns in that view.",0
"I don't think the authors plan to add methods to the wrong class. They are modifying the right files.

The new design does not appear to potentially make the code ""smelly"".

The team is using one of the existing gems in their design.",0
"The solution looks like it doesnt add any overhead and the doesnt make the code ""smelly""",0
The solution seems right.,0
The team has not mentioned about how they are planning to do the changes.,0
The design data includes most of the important information required to understand the teams plan.,0
The doc seems complete. All aspects of the  problem statement are covered and test plan is also included. A UML diagram may prove to be useful.,0
Good job on UI and test cases. Kindly add UML diagram.,0
"The project documentation looks complete with clear details about the purpose- to enable the students to better analyze their review based on the suggestion metrics (like  volume, sentiment, suggestion, praise and criticism metrics). They have delineated the design that includes the files that the team proposes to change (the view-  app/views/response/response.html.erb and the partial app/views/submitted_content/_self_review.html.erb), the screenshot of the existing UI of the review section and how the UI would look after the project with the inclusion of a button to analyze and they have specified that a popup displaying the suggestion metrics will emerge when the button is clicked.  

I specifically like how the Test plan includes their feature in the Connextra format. They have mentioned 2 scenarios- one where the student clicks the button without entering text in which case the popup alerts the reviewer saying no text f",0
"The design doc is clean and neat. It specifies the issues and prospective solutions, which are easy to follow.",0
Yes the documentation looks complete and states the project purpose and solution are stated . The project design could be described in more detail.,0
"I cannot find any project purpose, but they did provide a lot of solutions to problems.",0
The design looks almost complete in terms of solution-wise details covered.,0
"Yes, it incorporates all the functionalities.",0
Yes it incorporates all of the functionality required.,0
They have covered mostly all the problems mentioned and given a tentative solution,0
Yes.,0
Yes the design doc incorporates all of the required functionalities.,0
The design incorporates all of the functionality required. Some edge cases are also listed. Good job.,0
The explanations are adequate and easy to follow.,0
Explanations are satisfactory and they they have provided multiple solutions for each problem which is good,0
  The explanations given for the design are quite succinct and dont go into much details. They are just giving a high level overview of the system. Some of the explanations are thorough in nature. Kudos!,0
"Thye provided a lot of solutions, which is great.",0
Adequate explanation is provided for each problem. ,0
"Changes are adequately explained, easy to follow.",0
No problem found.,0
It looks more or less right in the sense that the proposed changes are exactly what is required to be done in the project.,0
The flow seems feasible,0
"As the project is in the initial stage, there is no technical description.However, I see from the document that their thought process is on the right track. ",0
The new design seems to take into account decreasing response time,0
The design doc is complete and clearly indicates the project objectives. The test plan indicates what aspects are to be tested and screenshots of the proposed analyze button are also posted.,0
The document is complete and very clear.,0
The doc is complete and everything is included. Very well-written,0
"The design document gives details about the problem statement and gives an idea about what is to be done in the project. It specifies what files will be modified and the test plan also contains 2 scenarios mentioned.

No suggestions.

 ",0
"Yes, I think the document includes everything as expected.",0
"  Yes, the wiki appears to incorporate all of the required functionality. We want students to know if they're giving helpful feedback, and we want the NLP algorithm to be local to the Expertiza project to decrease its reaction time. They have at least shown that they are going to add buttons.",0
I could not spot the problem statement of the proposed project in the Google doc containing the list of Problem statements. But on reading the team's design documentation on the wiki page I'm quite satisfied with the functionality that they plan to include. In addition to elucidating the main functional requirement of the project namely- the implementation of the suggestion algorithm the team has also proposed a non-functional requirement of improving the performance and response time of the time it takes to generate the suggestion through the web service.,0
"Yes, the design document incorporates the  plan to implement the functionalities as stated in the problem statement.",0
yes all changes are incorporated and explained well.,0
The design incorporates most of the functionality required. It would be nice to have a design diagram.,0
"Yes, they have discussed about all the functionality",0
Yes. ,0
"The design document incorporated all the functionalities that the project is supposed to be implementing.  

No suggestions. ",0
"The authors have mentioned including 'Analyze' buttons for sentiment analysis of different parts of the comments. I think the rationale for this is very good because if they were to send all of the comments at once as input to the API, the results would be a mix of the sentiments of all the different comments and would therefore not be accurate. Also this way, I think that the response time of the system would not be affected by a whole lot.",0
The explanation  is good and clearly indicates the project objectives.,0
I am able to understand the purpose of the project.,0
Please add more information on the NLP algorithm team is trying to use.,0
"The team has has listed the 2 files that they propose to change namely -  the view-  app/views/response/response.html.erb and the partial app/views/submitted_content/_self_review.html.erb. However, they could have described what these files currently do and their purpose in the documentation.

The authors have embedded screenshots of how the UI of the review page will look after the Analyze button will be included. They have specified that a pop up showing the suggestion metrics pertaining to a review namely -  volume, sentiment, suggestion, praise and criticism metrics will be generated once the button is clicked.",0
"The explanation  is pretty good, I particularly found the images explaining what all they are going to add pretty intuitive.",0
changes are explained well. suggestion detection algorithm an be explained a bit more or how exactly you will be using it. probably some code snippets would help explaining that.,0
The explanations are lucid.,0
The design seems to be following DRY principle. ,0
"I don't think the authors plan to add methods to a wrong class. They seem to be working on the right class namely Review and its associated view page review.html.erb that exactly pertains to their project.

The response time might potentially increase with this new feature. But fortunately the team has proposed to work on optimizing the suggestion algorithm so that it does not take forever to execute.

The team has done a good job on the design documentation.",0
"The design appears to be sound, and wouldn't conflict with the existing classes or methods. ",0
"2 html files require change, i don't think it will affect anything.",0
The screenshots posted give a clear picture of the intended output. It would be nice to have a design diagram.,0
It would be better to add more diagrams.,0
Adequate diagrams are given. Explanation of problem statement done well.,0
"Design document has all the necessary information like project design, test plan. The team has gone through their topic deeply and can be seen by their illustration of their implementation. Also, they have included code snippets which  show thoroughness of their approach ",0
All necessary sections are present.,0
Yes the design incorporates all of the functionalities,0
Incorporates intended functionality.,0
"Yes, their design has all of the functionality that are required.",0
Yes,0
The design has a good design flow diagram which is clear and concise.,0
"The design document incorporated all the functionalities that the project is supposed to be implementing.  

No suggestions. ",0
Yes,0
Changes suggested look good.,0
"The changes proposed for the Class performance is adequate and explains the files to be changed, what changes from the controller perspective and views perspective.

no particular suggestions proposed",0
The team proposed to add a bar graph to give a pictorial view of the scores and indicate the performance of students.,0
"The changes proposed by the team include implementing a bar chart, stacked or single. Based upon the project description, it is advised that the team look for other alternatives like pie chart that would help to span the  results  with a minimal look.   

  

 ",0
"A simple enough explanation has been provided for the functionality.  

No suggestions.",0
For Now the design proposed looks perfect.,0
Design flow looks good.,0
The authors seem to have studied the code well and have thought of a good plan to implement the project. They also seem to follow DRY principles while adding and changing code. Also the new design flow is quite simple and easy to understand which can be implemented without any high degree of convoluted code.,0
"The design changes as described are sound, they are mostly on Javascript for the visualization and dont potentially make the code ""smelly""",0
"The UML diagram included here is a flow chart diagram , which explains the process of how the instructor will be able to see the visualization and is easy to understand the flow",0
Design flow diagram is included indicating the flow which is good.,0
"The UML diagrams is great, which is clear and easy to understand.",0
The team has provided a flow diagram that helps to infer the structural outline of the project. The scope of the project can be perceived from the diagram.,0
Two graphs provided provide a good understanding of the  process and what expected visualization should be. More diagrams would have been helpful.,0
The team has presented a detailed explanation of all the topics in the documentation,0
"Following can be added. 

Project Introduction & Motivation

Description of Project",0
The document includes the problem statements and proposed solutions of all the issues. All the proposed solutions have test plans as well.,0
The design does corporate all the functionalities required.,0
"Yes, the doc covers every functionality  and detailed description of the approach to deal with the issue. ",0
The design proposes solutions for all the issues. Every issue is well described and flow diagrams are provided for the solutions,0
"They have each listed bug explained, at the very least, and most have a resolution pathway. A+.",0
"The document incorporates all of the functionalities as mentioned in the google design document. The team have made sure to list, explain, and provide proposed solutions for each bug to be fixed. Good Job guys !!!",0
"Yes, I think it includes everything, all the functionalities required. ",0
"The design incorporates all the functionality required.

Suggestion: Including screenshots or screen-mockups would make the document easier to understand.",0
Yes they have incorporated everything. They have explained the solutions as well.,0
It lists out all the functionalities in the problem solution and looks very clear and very elaborate with codes and diagrams.,0
The team has included all the 5 issues as stated in the project description google doc. The team has provided solutions for all these issues as well. The solutions are descriptive and easy to follow,0
The design document separately  describes  every distinct issue and in some cases even provides possible finalized fixes to the source code.,0
"The authors have listed all the proposed changes in the problem solution. I was able to understand it without any trouble.  

Overall quality of the proposals is good.",0
"The document is very impressive and provides detailed description of all the proposed changes. Explanations and steps given are easy to follow.

No suggestions.",0
"Well, after reading all the proposed solutions, I think they look good and the explanation behind all of them are satisfactory as well.",0
"For the bugs which have explanations, the proposed fixes and explanations of the problem are sound. I'd like more info on bugs #1017 and #1072, as they only have the flow.",0
"The good thing about this wiki is that the proposed solution sections is brilliantly explained. The team have clearly mentioned all filenames where they propose to make changes, drawn diagrams to illustrate the flow control, and added snippets of code where necessary.

Brilliant",0
The explanations are well written and describe the workflow well. There could have been a little more detail in the explanation as some of the statements are very high level.,0
"The changes mentioned seems to be well thought and written as they are well explanatory. With adequate description, the doc covers all the issues.",0
The designs proposed makes some sense as they are backed up with diagrams to make them very clear of their approach.,0
"Honestly in my opinion, the team has given a lot of thought into how to fix the bugs. The design/proposed solutions look completely logical and should fix the bugs with no/least redundancy. It also looks like the team has already managed to fix a few bugs as well. Kudos to them.",0
The proposed solution would be the best approach to tackle the issues in my opinion. They would not make the code smelly or complicated.,0
For now design plan looks good enough.,0
"It appears to be sound.

  

 ",0
The diagrams that are provided in the document visualize the workflows of different actors that pertain to the given issues. They are definitely helpful for the reader to understand the scope of the problem that is being addressed.,0
The team has provided flowcharts which makes it easier to understand their solution. The provided diagrams seem enough for the reader to understand the solution.,0
